"","X","Date","Price","Text","bing_score","nrc_score","afin_score"
"26534",26534,"2016-02-06",32.35,"really dumb cherijacobus begged my people for a job turned her down twice and she went hostile major loser zero credibility ",-1,1,-1
"26537",26537,"2016-02-07",32.35,"i will be on meet the press with chuck todd on nbc this morning enjoy  t co eiyyfftnps",1,1,1
"26539",26539,"2016-02-07",32.35,"i will be on state of the union cnn with jaketapper at am enjoy ",1,1,1
"26540",26540,"2016-02-07",32.35," joenbc jonkarl this has been a great debate for donald trump ",1,1,1
"26541",26541,"2016-02-07",32.35," joenbc trump just talked on msnbc like a man who knows he had a very good night ",1,1,1
"26542",26542,"2016-02-07",32.35," piersmorgan trump won that debate people can huff amp puff all they like but he was the best candidate on the night gopdebate",1,1,1
"26544",26544,"2016-02-07",32.35," newtgingrich trump shows courage in defending eminent domain as a necessity for construction of infrastructure ",1,1,1
"26545",26545,"2016-02-07",32.35," newtgingrich trump hits it out of the park in describing effective deal making ",1,1,1
"26546",26546,"2016-02-07",32.35," joenbc trump kasich jeb and christie all had good nights ",1,1,1
"26548",26548,"2016-02-07",32.35," joenbc cokie roberts says donald trump had a really good night ",1,1,1
"26549",26549,"2016-02-07",32.35," gop left me joenbc donald trump won that debate hands down christi beat up rubio ",1,1,1
"26552",26552,"2016-02-07",32.35," abc donaldtrump the police in this country have done an unbelievable job of keeping law and order gopdebate  t co t ochfi h ",-1,1,-1
"26555",26555,"2016-02-07",32.35,"i am in new hampshire having a great time loved the gopdebate last night everybody enjoy the super bowl superbowlsunday sb ",1,1,1
"26559",26559,"2016-02-08",31.64,"jeb bush is desperate strongly in favor of commoncore and very weak on illegal immigration ",-1,-1,-1
"26560",26560,"2016-02-08",31.64,"everybody is laughing at jeb bush spent million and is at bottom of pack a pathetic figure ",-1,-1,-1
"26561",26561,"2016-02-08",31.64,"now that bush has wasted million of special interest money on his failed campaign he says he would end super pacs sad ",-1,1,-1
"26564",26564,"2016-02-08",31.64,"jeb bush has zero communication skills so he spent a fortune of special interest money on a super bowl ad he is a weak candidate ",1,1,1
"26567",26567,"2016-02-08",31.64,"america needs strong leadership politicians can talk but they don t get things done video  t co ywzdqdzkcz  t co lbxxyuzaco",1,1,1
"26568",26568,"2016-02-08",31.64,"my two wonderful sons don and eric will be on foxandfriends at now enjoy ",1,1,1
"26571",26571,"2016-02-09",30.15,"isis is making big threats today no respect for u s a or our leader if i win it will be a very different storywith very fast results",1,1,1
"26572",26572,"2016-02-09",30.15,"remember jebbush wants common core education from d c and is very weak on illegal immigration come as act of love not a leader ",-1,1,-1
"26573",26573,"2016-02-09",30.15,"the polls are now showing that i am the best to win the general election states that are never in play for repubs will be won by me great ",1,1,1
"26579",26579,"2016-02-09",30.15,"i will be interviewed on foxandfriends at a m enjoy ",1,1,1
"26586",26586,"2016-02-10",29.64,"like the worthless nydailynews looks like politico will be going out of business bad reporting no money no cred ",-1,-1,-1
"26587",26587,"2016-02-10",29.64,"thank you to the people of new hampshire i love you now off to south carolina ",1,1,1
"26590",26590,"2016-02-10",29.64,"dopey mort zuckerman owner of the worthless nydailynews has a major inferiority complex paper will close soon ",-1,-1,-1
"26591",26591,"2016-02-10",29.64,"so funny jeb bush called me a highly gifted politician and a great entertainer i assume that is a compliment ",1,1,1
"26594",26594,"2016-02-10",29.64,"worthless nydailynews which dopey mort zuckerman is desperately trying to sell has no buyer liabilities are massive ",-1,-1,-1
"26600",26600,"2016-02-11",28.82," markhalperin showed a focus group on morning joe me using a very bad word i never said the word left an open blank please apologize ",-1,1,-1
"26604",26604,"2016-02-11",28.82,"cruz caught cold in lie after denial of push polls like lies w realbencarson how can he preach christian values  t co p ygl aba",-1,-1,1
"26605",26605,"2016-02-11",28.82,"there are no buyers for the worthless nydailynews but little mort zuckerman is frantically looking it is bleeding red ink a total loser ",-1,-1,-1
"26606",26606,"2016-02-11",28.82,"we are getting reports from many voters that the cruz people are back to doing very sleazy and dishonest pushpolls on me we are watching ",-1,-1,-1
"26608",26608,"2016-02-11",28.82,"jeb bush spent more than in new hampshire to come in or i spent to come in st big difference in capability ",1,-1,1
"26609",26609,"2016-02-12",31.8,"i will end illegal immigration and protect our borders we need to make america safe amp great again trump  t co wd llmz i",1,1,1
"26610",26610,"2016-02-12",31.8,"the failing nydailynews destroyed by little morty zuckerman is preparing to close and save face by going online it s dead ",-1,-1,-1
"26611",26611,"2016-02-12",31.8,"after hearing the news that they would not be able to extort m from me they went hostile w a series of incorrect amp ill informed ads ",-1,-1,-1
"26612",26612,"2016-02-12",31.8,"millions of s of false ads paid for by lobbyists special interests of cheater sentedcruz and sleepy jebbush are now running in s c ",-1,1,-1
"26613",26613,"2016-02-12",31.8,"lying cruz put out a statement trump amp rubio are w obama on gay marriage cruz is the worst liar crazy or very dishonest perhaps all ",-1,-1,-1
"26617",26617,"2016-02-12",31.8,"lightweight jebbush is spending a fortune of special interest against me in sc false advertising desperate and sad ",-1,1,-1
"26619",26619,"2016-02-12",31.8,"just landed in baton rouge louisiana reports are out that lines are three quarters of a mile to get in wow makeamericagreatagain",1,1,1
"26622",26622,"2016-02-12",31.8,"how can ted cruz be an evangelical christian when he lies so much and is so dishonest ",-1,-1,-1
"26628",26628,"2016-02-13",31.8,"ted cruz is a cheater he holds the bible high and then lies and misrepresents the facts ",-1,1,-1
"26629",26629,"2016-02-13",31.8,"nasty ted cruz is at it again same dirty tricks he used w realbencarson saying i may not be on ballot amp i hold liberal positions lies ",-1,-1,-1
"26630",26630,"2016-02-13",31.8,"wow honored to be chosen by the highly respected accurate washington amp lee mock convention i hope you are right i will make you proud ",1,1,1
"26634",26634,"2016-02-13",31.8," inside venue tonight in tampa broke record set by elton john in w out musical instruments another outside will be back ",-1,-1,-1
"26635",26635,"2016-02-13",31.8,"love the people of south carolina look very much forward to the debate tonight ",1,1,1
"26639",26639,"2016-02-13",31.8," wino trump we know better than to trust the rnc  t co emcgtk fe so cute ",1,1,1
"26641",26641,"2016-02-13",31.8,"thank you south carolina we will make america safe amp great again  t co pfvtzngrz  t co qio nwcfsa",1,1,1
"26642",26642,"2016-02-13",31.8," get on trump s list email from the rnc was not authorized i am self funding my campaign do not pay email  t co hkw ssxz ",1,1,-1
"26645",26645,"2016-02-13",31.8," dj k realdonaldtrump cnn trump will be our next potus every american will benefit positivey from this ",1,1,1
"26648",26648,"2016-02-13",31.8,"a very big thank you to bill donohue head of the catholic league for the wonderful interview on cnn and article in newsmax great insight",1,1,1
"26652",26652,"2016-02-13",31.8," jd nice column by bill donahue head of catholic league he s a blue collar new yorker and gets it  t co cbupnugnub ",1,1,1
"26658",26658,"2016-02-14",31.8,"loved the debate last night and almost everyone said i won but the rnc did a terrible job of ticket distrbution all donors amp special ints",1,1,1
"26661",26661,"2016-02-14",31.8,"this shows what a complete amp total liar ted cruz is he said he wouldn t have nominated john roberts really  t co gbnsngomom",-1,-1,-1
"26662",26662,"2016-02-14",31.8," autumnandews realdonaldtrump jebbush jeb is incompetent and will lose don t waste your energy on that cry baby ",-1,-1,-1
"26663",26663,"2016-02-14",31.8,"even though every poll time drudge etc has me winning the debate by a lot foxnews only puts negative people on biased a total joke ",-1,-1,1
"26666",26666,"2016-02-14",31.8,"hey glennbeck see how i beat your boy ted in your own blaze poll your endorsement means nothing gopdebate",1,-1,1
"26672",26672,"2016-02-14",31.8,"on the way to the gopdebate with my wonderful wife melaniatrump  t co snonu ihtc  t co f c tvho",1,1,1
"26676",26676,"2016-02-15",31.8,"jeb used eminent domain amp took advantage of a disabled vet in the process  t co eibcld tv",1,1,1
"26677",26677,"2016-02-15",31.8,"i d like to call jeb a liar but the truth is he has no clue amp never revealed that he used eminent domain when criticizing me ",-1,1,-1
"26680",26680,"2016-02-15",31.8,"jeb bush and ted cruz are not electable presidential candidates hillary would destroy them ted may not be eligible to run born in canada",-1,1,-1
"26681",26681,"2016-02-15",31.8,"funny that jeb didn t want help from his family in his failed campaign and didn t even want to use his last name then mommy now brother ",-1,1,1
"26683",26683,"2016-02-16",31.09," teamtrump is thinking of captain andrew maitner a true american hero maitnerstrong  t co v l tufwy  t co uludoheib ",1,1,1
"26685",26685,"2016-02-16",31.09,"new ppp poll just out trump up big cruz rubio and bush down the debate results even with a stacked rnc audience were wonderful ",1,1,1
"26693",26693,"2016-02-17",33.21,"join us tomorrow in kiawah south carolina scprimary votetrumpsc trump  t co pg uimbb",1,1,1
"26695",26695,"2016-02-17",33.21,"interesting how president obama so haltingly said i would never be president this from perhaps the worst president in u s history ",-1,1,-1
"26697",26697,"2016-02-17",33.21," lindseygraham who had zero in his presidential run before dropping out in disgrace saying the most horrible things about me on foxnews ",-1,-1,-1
"26699",26699,"2016-02-17",33.21," foxnews is so biased it is disgusting they do not want trump to win all negative ",-1,-1,-1
"26701",26701,"2016-02-17",33.21,"why does megynkelly devote so much time on her shows to me almost always negative without me her ratings would tank get a life megyn ",-1,-1,-1
"26702",26702,"2016-02-17",33.21," babo sirin busted again tedcruz in hot water over possibly illegal fundraising scprimary  t co aattabfoxx the guy is bad news",-1,-1,-1
"26704",26704,"2016-02-17",33.21,"just out nevada poll shows jeb bush at he should take his dumb mouthpiece lindseygrahamsc and just go home ",-1,-1,-1
"26706",26706,"2016-02-17",33.21,"explain to brithume and megynkelly who know nothing that i will beat hillary and win states and dem indie votes that no other r can ",1,1,1
"26707",26707,"2016-02-17",33.21,"jeb bush just got contact lenses and got rid of the glasses he wants to look cool but it s far too late in nevada ",1,1,1
"26711",26711,"2016-02-18",33.2,"rt tomodell foxnews pope who lives in a vatican city fortified with huge walls thinks it s wrong to build walls really  t co ",-1,1,-1
"26712",26712,"2016-02-18",33.2,"join us saturday night for the south carolina primary watch party scprimary trump  t co aqrhlydi u",1,1,1
"26715",26715,"2016-02-18",33.2,"amazing that while i lead by big numbers in the new q and and usa today polls the the press only wants to report on the phony wsj nbc poll ",1,1,1
"26716",26716,"2016-02-18",33.2,"join us tomorrow night in charleston south carolina scprimary trump  t co vauormgcvz",1,1,1
"26720",26720,"2016-02-18",33.2,"we will make america safe amp great again trump votetrumpsc t co wg rgo pnm  t co xpjvbzuk ",1,1,1
"26721",26721,"2016-02-18",33.2,"the just out usa today national poll where i lead by big numbers shows that in a head to head matchup i beat both hillary and bernie ",1,1,1
"26723",26723,"2016-02-18",33.2,"i love being in south carolina we are leading big in all of the state polls saturday is a big day make america great again ",1,1,1
"26724",26724,"2016-02-18",33.2,"tonight i will be on foxnews with seanhannity at pm and cnn w andersoncooper at pm enjoy votetrumpsc trump ",1,1,1
"26725",26725,"2016-02-18",33.2," foxnews is changing their theme from fair and balanced to unfair and unbalanced but dying wsj is worse their phony poll is a joke ",-1,-1,-1
"26727",26727,"2016-02-19",31.66,"hopefully others will follow suit our country needs amp should demand security it is time to get tough amp be smart ",1,-1,1
"26736",26736,"2016-02-19",31.66,"i will replace it with private plans health savings accounts amp allow purchasing across state lines maximum choice amp freedom for consumer ",1,1,1
"26740",26740,"2016-02-19",31.66,"boycott all apple products until such time as apple gives cellphone info to authorities regarding radical islamic terrorist couple from cal",-1,-1,-1
"26741",26741,"2016-02-19",31.66,"i have built so many great amp complicated projects creating tens of thousands of jobs video  t co cqt cgit  t co q ojhkoqv",-1,-1,1
"26743",26743,"2016-02-20",31.66,"people pundits gave me no chance in south carolina now it looks like a possible win i would be happy with a one vote victory hope ",1,1,1
"26746",26746,"2016-02-20",31.66,"remember that marco rubio is very weak on illegal immigration south carolina needs strength as illegals and syrians pour in don t allow it",-1,1,-1
"26747",26747,"2016-02-20",31.66,"i wonder if president obama would have attended the funeral of justice scalia if it were held in a mosque very sad that he did not go ",-1,1,-1
"26752",26752,"2016-02-20",31.66," birgitolsen realdonaldtrump justice ca vote for trump everybody on twitter get out to vote for trump today in south carolina ",1,1,1
"26753",26753,"2016-02-20",31.66," blackan scprimary realdonaldtrump is the only one who will protect american interests makeamericagreatagain  t co hbqjg fb t ",1,1,1
"26756",26756,"2016-02-20",31.66," familyredsfans foxnews is really starting to campaign hard for marcorubio fairandbalancedmyass he is weak on illegal immigration ",-1,-1,-1
"26759",26759,"2016-02-20",31.66,"lying ted cruz just on election day came out with a sneak and sleazy robocall he holds up the bible but in fact is a true lowlife pol ",-1,-1,1
"26760",26760,"2016-02-20",31.66," rwalkertennesse southcarolina if you want a job next january vote for trump today realdonaldtrump will work for the people ",1,1,1
"26761",26761,"2016-02-20",31.66," dnmiller realdonaldtrump i m a regan dem and believe in your message god bless you and your campaign ",1,1,1
"26762",26762,"2016-02-21",31.66,"thank you atlanta georgia leaving for nevada now lets make america safe and great again  t co whfrau yx  t co wqvxmwjk s",1,1,1
"26767",26767,"2016-02-21",31.66,"the failing wsj wall street journal should fire both its pollster and its editorial board seldom has a paper been so wrong totally biased ",-1,-1,-1
"26768",26768,"2016-02-21",31.66,"i will be live on all of the major morning talk shows enjoy ",1,1,1
"26770",26770,"2016-02-21",31.66," mikeliberation this is the best reaction shot i ve ever seen lol trump  t co jqxi qoxey",1,-1,1
"26771",26771,"2016-02-21",31.66,"what a great night thank you south carolina a special place with truly amazing people love",1,1,1
"26773",26773,"2016-02-22",33.59,"many people are now saying i won south carolina because of the last debate i showed anger and the people of our country are very angry ",-1,-1,-1
"26774",26774,"2016-02-22",33.59,"i am in las vegas at the best hotel by far trump international i will be working with my wonderful teams and volunteers to win nevada ",1,1,1
"26775",26775,"2016-02-22",33.59,"wow ted cruz falsely suggested marco rubio mocked the bible and was just forced to fire his communications director more dirty tricks ",-1,-1,-1
"26776",26776,"2016-02-22",33.59,"the reason that ted cruz lost the evangelicals in s c is because he is a world class liar and evangelicals do not like liars ",-1,-1,-1
"26777",26777,"2016-02-22",33.59,"ted cruz has been playing an ad about me that is so ridiculously false no basis in fact take ad down ted biggest liar in politics ",-1,-1,-1
"26778",26778,"2016-02-22",33.59,"i will be on seanhannity tonight from las vegas nevada at pme enjoy hannity trump  t co mx rxf ohl",1,1,1
"26779",26779,"2016-02-22",33.59,"ted cruz should be disqualified from his fraudulent win in iowa weak rnc and republican leadership probably won t let this happen sad ",-1,-1,-1
"26781",26781,"2016-02-22",33.59,"it is so important to audit the federal reserve and yet ted cruz missed the vote on the bill that would allow this to be done ",-1,1,1
"26782",26782,"2016-02-22",33.59,"a number of months ago i was not expected to win south carolinated cruz was and yet i won in a landslide every group and category win ",1,-1,1
"26783",26783,"2016-02-22",33.59," sonny ksmith mitchellvii floridians are upset because rubio did not do what he promised once he was elected vote trump ",1,-1,-1
"26787",26787,"2016-02-22",33.59,"ted cruz has now apologized to marco rubio and ben carson for fraud and dirty tricks no wonder he has lost evangelical support ",-1,-1,-1
"26789",26789,"2016-02-22",33.59,"just saw the phony ad by cruz totally false more dirty tricks he got caught in so many lies is this man crazy ",-1,-1,-1
"26793",26793,"2016-02-23",31.9,"ted cruz only talks tough on immigration now because he did so badly in s c he is in favor of amnesty and weak on illegal immigration ",-1,-1,-1
"26795",26795,"2016-02-23",31.9,"join me live now in las vegas nevada we will make america safe amp great again votetrumpnv nevadacaucus  t co iw s noxdt",1,1,1
"26799",26799,"2016-02-23",31.9,"a big fat hit job on oreillyfactor tonight a total waste of time to watch boring and biased brithume said i would never run a dope ",-1,-1,-1
"26800",26800,"2016-02-23",31.9,"ted cruz said on oreillyfactor that illegals sent out of country by my administration would come right back as citizens another lie crazy ",-1,-1,-1
"26802",26802,"2016-02-23",31.9," vogelsong edrollins gets it was just on foxnews explaining how trump wins the general election thank you ed ",1,1,1
"26803",26803,"2016-02-23",31.9," jojo foxy trump is unstoppable he is what common sense americans want whether republican independent or a reagan democrat ",1,1,1
"26806",26806,"2016-02-23",31.9,"wow great ohio poll shows me leading by points beating k ",1,-1,1
"26811",26811,"2016-02-23",31.9,"i am growing the republican party tremendously just look at the numbers way up democrats numbers are significantly down from years past ",1,1,1
"26813",26813,"2016-02-23",31.9,"great just reported on foxnews that many people who supported jebbush are now supporting me i knew that would happen pundits didn t ",1,1,1
"26814",26814,"2016-02-23",31.9,"unlike the other republican candidates i will be in nevada all day and night i won t be fleeing in and out i love amp invest in nevada ",1,1,1
"26815",26815,"2016-02-23",31.9,"just watched the very incompetent mitt romney campaign strategist stuart stevens now i know why mitt lost so badly stevens is a clown ",-1,-1,-1
"26817",26817,"2016-02-23",31.9,"ted cruz does not have the right temperment to be president look at the way he totally panicked in firing his director of comm bad ",-1,1,-1
"26819",26819,"2016-02-24",31.5,"melania will be interviewed by morningmika on morning joe now a m enjoy ",1,1,1
"26820",26820,"2016-02-24",31.5,"big defeat last night in nevada for ted cruz and marco rubio karlrove on foxnews is working hard to belittle my victory rove is sick ",-1,-1,-1
"26824",26824,"2016-02-24",31.5," melaniatrump did great on television this morning poised smart and strong with a big heart so much to offer we are all proud of you ",1,1,1
"26825",26825,"2016-02-24",31.5,"exclusive interview w my wife melaniatrump tomorrow morning ame on morning joe w morningmika msnbc enjoy  t co fqsekwxnwj",1,1,1
"26826",26826,"2016-02-24",31.5,"rt erictrump very proud of what my father has accomplished in the past months wishing him amazing luck and success tonight nvcaucus ",1,1,1
"26830",26830,"2016-02-24",31.5,"thank you nevada we will make america safe amp great again  t co clanlig ad  t co zvvyvciad ",1,1,1
"26831",26831,"2016-02-24",31.5,"mitt romneywho totally blew an election that should have been won and whose tax returns made him look like a fool is now playing tough guy",1,-1,1
"26837",26837,"2016-02-24",31.5,"make sure you get on the trump line and are not mislead by the cruz people they are bad be careful ",-1,-1,-1
"26838",26838,"2016-02-24",31.5,"my wife melania will be on morning joe tomorrow morning at interviewed by morningmika enjoy ",1,1,1
"26840",26840,"2016-02-25",32.83," repchriscollins chris thank you so much for your wonderful endorsement i will not let you down cnn",1,1,1
"26841",26841,"2016-02-25",32.83," stevekwebb realdonaldtrump love it tedcruz is done we need someone who is proven realdonaldtrump will make america great again ",1,1,1
"26847",26847,"2016-02-25",32.83,"join me in oklahoma tomorrow night makeyoutubegreatagain trump  t co sutcdoip c",1,1,1
"26851",26851,"2016-02-25",32.83,"mitt romney who was one of the dumbest and worst candidates in the history of republican politics is now pushing me on tax returns dope ",-1,-1,-1
"26856",26856,"2016-02-25",32.83," ahernandez a realdonaldtrump mr tough guy romney should be backing trump like trump backed him last time noloyalty ",1,-1,1
"26860",26860,"2016-02-25",32.83," ausbiz realdonaldtrump trump is so impressive and no other politician has his passion amp energy to makeamericagreatagain",1,1,1
"26861",26861,"2016-02-25",32.83," conservativevin ahernandez a romney should have been a tough guy with obama he cowered and lost badly he s not relevant ",-1,-1,-1
"26862",26862,"2016-02-25",32.83,"signing a recent tax return isn t this ridiculous  t co udwqf iziz",-1,-1,-1
"26863",26863,"2016-02-25",32.83,"early on ted cruz said that if he didn t win south carolina it s over he didn t win and lost to me in a landslide ",1,-1,1
"26867",26867,"2016-02-26",35.76,"i will be making a speech at in fort worth texas really big crowd expected will be talking about the debate last night plus plus ",1,1,1
"26874",26874,"2016-02-26",35.76,"will be at fort worth texas convention center at a m big crowd get there early big announcement to be made ",1,1,1
"26875",26875,"2016-02-26",35.76," restorereality tonight you proved to america you are the real deal you took fire from all sides stayed composed returned fire and won ",1,1,1
"26876",26876,"2016-02-26",35.76,"lightweight marco rubio was working hard last night the problem is he is a choker and once a choker always a choker mr meltdown ",-1,-1,-1
"26877",26877,"2016-02-26",35.76,"wow every poll said i won the debate last night great honor ",1,1,1
"26878",26878,"2016-02-26",35.76,"all the online polls have me winning the debate i really enjoyed the evening not easy but good  t co sltmwvvm i",1,1,1
"26881",26881,"2016-02-26",35.76,"big day in texas tomorrow having a rally in fort worth tremendous crowd will be exciting trump  t co jguopujrik",1,1,1
"26882",26882,"2016-02-26",35.76," tdltdltdltdl marco cruz and ted rubio easy to get the two politicians confused looked like desperate panicked dc insiders tonight ",-1,-1,-1
"26885",26885,"2016-02-26",35.76," skylerdeckard realdonaldtrump that s because you ve never hired anyone to do work before favorite line from tonights debate ",1,1,1
"26888",26888,"2016-02-26",35.76,"thank you for your support amp friendship governor chrischristie makeamericagreatagain trump  t co jvi q jh ",1,1,1
"26889",26889,"2016-02-26",35.76,"failed presidential candidate mittromney was made to look like a fool by senator harry reid amp didn t release his tax returns until ",-1,-1,-1
"26892",26892,"2016-02-27",35.76,"incredibly proud of my son erictrump amp his efforts on behalf of stjude in memphis tn  t co fuwhykhhnk  t co zgxukbnq k",1,1,1
"26893",26893,"2016-02-27",35.76,"it was an honor to be the grand marshall in the salute to israel parade back in  t co g g hfp dh",1,1,1
"26894",26894,"2016-02-27",35.76,"just watched lightweight marco rubio lying to a small crowd about my past record he is not as smart as cruz and may be an even bigger liar",-1,-1,-1
"26895",26895,"2016-02-27",35.76," rogerstone was just banned by cnn their loss tough loyal guy ",1,-1,-1
"26896",26896,"2016-02-27",35.76,"i started my business with very little and built it into a great company with some of the best real estate assets in the world amazing ",1,1,1
"26898",26898,"2016-02-27",35.76,"fun to watch the democrats working so hard to win the great state of south carolina when i just won the republican version amazing people ",1,1,1
"26900",26900,"2016-02-27",35.76,"tax experts throughout the media agree that no sane person would give their tax returns during an audit after the audit no problem ",1,-1,-1
"26906",26906,"2016-02-27",35.76,"thank you pastor robert jeffress makeamericagreatagain trump  t co ndku m ry ",1,1,1
"26908",26908,"2016-02-27",35.76," itsblakec realdonaldtrump trump is a genius rubio and cruz are not i want a brilliant mind to run this country ",1,1,1
"26912",26912,"2016-02-28",35.76,"our law enforcement officers deserve our appreciation for the incredible job they do video  t co c wjtogpkt  t co z xnapou ",1,1,1
"26913",26913,"2016-02-28",35.76,"i will be making a big surprise announcement to the massive crowd assembled in huntsville madison alabama landing now trump ",1,1,1
"26915",26915,"2016-02-28",35.76,"little marco rubio treated america s ice officers like absolute trash in order to pass obama s amnesty  t co gm wurljfz",-1,1,1
"26916",26916,"2016-02-28",35.76,"little marco rubio gave amnesty to criminal aliens guilty of sex offenses disgrace  t co mzwpynzslb",-1,-1,-1
"26919",26919,"2016-02-28",35.76,"lightweight senator marco rubio is polling very poorly in florida the people can t stand him for missing so many votes poor work ethic ",-1,-1,-1
"26921",26921,"2016-02-28",35.76,"mitt romney didn t show his tax return until september and then only after being humiliated by harry r a bad messenger for estab ",-1,-1,-1
"26923",26923,"2016-02-28",35.76,"why would the people of texas support ted cruz when he has accomplished absolutely nothing for them he is another all talk no action pol ",1,1,1
"26929",26929,"2016-02-28",35.76,"we need to fix our broken education system stopcommoncore makeamericagreatagain video  t co xz ecjpo t  t co s gq cibhc",-1,-1,-1
"26930",26930,"2016-02-28",35.76,"thank you arkansas get out amp votetrump on tuesday we will make america safe amp great again  t co evoispn px",1,1,1
"26932",26932,"2016-02-28",35.76," fairess it is a sad commentary little boy marco rubio can t win in his home state floridians despise him as a opportunist phony ",-1,-1,1
"26934",26934,"2016-02-28",35.76," charleshodgson a lot more water after this bombshell rubio you are an enemy of america realdonaldtrump  t co tnenxt ntdg ",-1,-1,-1
"26937",26937,"2016-02-28",35.76,"while hillary and i both won south carolina by big margins repubs got far more votes with a massive increase from past cycles growing party",1,1,1
"26938",26938,"2016-02-28",35.76,"the republican establishment has been pushing for lightweight senator marco rubio to say anything to hit trump i signed the pledge careful",1,1,1
"26939",26939,"2016-02-28",35.76,"while i hear the koch brothers are in big financial trouble oil word is they have chosen little marco rubio the lightweight from florida",-1,1,-1
"26941",26941,"2016-02-29",35.92,"governor alejandro garc a padilla said presidential hopeful sen marco rubio is no friend of puerto rico  t co i mhynacz ",1,1,1
"26944",26944,"2016-02-29",35.92,"trump university has a approval rating i could have settled but won t out of principle ",1,1,1
"26947",26947,"2016-02-29",35.92,"join me in columbus ohio tomorrow makeamericagreatagain trump  t co yfhzd gd ",1,1,1
"26948",26948,"2016-02-29",35.92,"my wife melaniatrump will be joining andersoncooper ac tonight at pme on cnn enjoy  t co atixhgk n",1,1,1
"26951",26951,"2016-02-29",35.92,"my sons don and eric are on foxandfriends now great kids enjoy ",1,1,1
"26958",26958,"2016-03-01",35.73,"great news former mayor of dallas tom leppert has just endorsed me thank you tomorrow is a big day vote votetrump supertuesday",1,1,1
"26966",26966,"2016-03-02",36.38,"the special interests and people who control our politicians puppets are spending million on misleading and fraudulent t v ads on me ",-1,-1,-1
"26967",26967,"2016-03-02",36.38,"why would anyone in florida vote for lightweight senator marco rubio check out his credit card scam his house sale amp his no show voting ",-1,1,-1
"26968",26968,"2016-03-02",36.38," joenbc fox calls virginia for trump if it holds it s a big win for trump and a big setback for rubio who needed to win the state ",1,-1,1
"26969",26969,"2016-03-02",36.38," cnn poll just hit for trump interesting how my numbers have gone so far up since lightweight marco rubio has turned nasty love it ",1,1,1
"26970",26970,"2016-03-02",36.38," kinnardjan itsjoeco realdonaldtrump i took trump university class and saved my home ",1,1,1
"26974",26974,"2016-03-02",36.38,"just another desperate move by the man who should have easily beaten barrack obama ",-1,-1,-1
"26980",26980,"2016-03-02",36.38,"marco rubio lost big last night i even beat him in virginia where he spent so much time and money now his bosses are desperate and angry ",-1,-1,-1
"26981",26981,"2016-03-02",36.38,"my wife melaniatrump will be ontherecord w greta tonight at pme on foxnews enjoy  t co yxrrkjjsgg  t co trv hj hri",1,1,1
"26984",26984,"2016-03-02",36.38,"i would love to see the republican party and everyone get together and unify video  t co rwenpujo  t co rt gmf whl",1,1,1
"26991",26991,"2016-03-03",35.75,"rt rupertmurdoch as predicted trump reaching out to make peace with republican establishment if he becomes inevitable party would be ",1,1,1
"26993",26993,"2016-03-03",35.75,"looks like two time failed candidate mitt romney is going to be telling republicans how to get elected not a good messenger ",-1,1,1
"26996",26996,"2016-03-03",35.75,"why would the great people of florida vote for a guy who as a senator never even shows up to vote worst record marco rubio is a joke ",-1,-1,1
"26997",26997,"2016-03-03",35.75,"on my way to see the great people of maine will be landing in portland in hours look forward to it trump ",1,1,1
"26998",26998,"2016-03-03",35.75,"millions of dollars being spent on false tv ads by special interest groups who own rubio amp cruz when you see them think of your puppet pols",-1,1,1
"26999",26999,"2016-03-03",35.75,"the phony lawsuit against trump u could have been easily settled by me but i want to go to court approval rating by students easy win",1,-1,1
"27003",27003,"2016-03-03",35.75," johnsmi the establishment doesn t like you because they can t control you and get you to lie to us and keep ripping us off ",-1,-1,1
"27004",27004,"2016-03-03",35.75,"i have brought millions of people into the republican party while the dems are going down establishment wants to kill this movement ",-1,-1,-1
"27012",27012,"2016-03-04",37.61,"join me in wichita kansas tomorrow morning looking forward to it makeamericagreatagain trump  t co htvkglvlaz",1,1,1
"27013",27013,"2016-03-04",37.61," sirhatchporch mary kissel is an snl character right she s not a real person right morningjoe she is a major loser no clue ",-1,1,-1
"27019",27019,"2016-03-04",37.61," angiesteinberg get that pos wsj liar fantasy pundit marykissel off the air blah blah a real dummy morning joe realdonaldtrump",-1,-1,-1
"27021",27021,"2016-03-05",37.61,"i will be at the cadillac world golf championship trumpdoral in miami tomorrow rory phil bubba adam and dustin all at the top ",1,1,1
"27023",27023,"2016-03-05",37.61,"i would love to be at the cadillac world golf championship trumpdoral in miami but even more so in orlando with the trumptrain ",1,1,1
"27024",27024,"2016-03-05",37.61,"i am watching two clown announcers on foxnews as they try to build up failed presidential candidate littlemarco fox news is in the bag ",-1,1,-1
"27029",27029,"2016-03-05",37.61,"getting ready to make my speech at kansascaucus a great honor makeamericagreatagain trump ",1,1,1
"27031",27031,"2016-03-05",37.61,"to the people of kentucky rand paul didn t want you now he runs back due to his presidential failure votetrump makeamericagreatagain",-1,-1,-1
"27032",27032,"2016-03-05",37.61,"why would anyone in kentucky listen to failed presidential candidate rand paul re caucus made a fool of himself ky his nd choice ",-1,1,-1
"27036",27036,"2016-03-05",37.61,"great time last night in louisiana big and energetic crowd go out and vote now polls open make america great again ",1,1,1
"27037",27037,"2016-03-05",37.61,"i am in kansas will be an exciting day big speech this morning in wichita and then go to caucus sorry cpac the format was fine ",1,1,1
